index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
18.1	विसृजन्	13	0	वि_सृज्2{कृत्_प्रत्ययः;शतृ;वि_सृजँ;तुदादिः;पुं;1;एक}	वि_सृज्2{कृत्_प्रत्ययः;शतृ;वि_सृजँ;तुदादिः;पुं;1;एक}	समुच्चितः,21.1	समुच्चितः,21.1	N1	त्याग_करता_हुआ	giving_up	-	-
19.1	गृह्णन्	14	0	ग्रह्1{कृत्_प्रत्ययः;शतृ;ग्रहँ;क्र्यादिः;पुं;1;एक}	ग्रह्1{कृत्_प्रत्ययः;शतृ;ग्रहँ;क्र्यादिः;पुं;1;एक}	समुच्चितः,21.1	समुच्चितः,21.1	N1	ग्रहण_करता_हुआ	accepting	-	-
20.1	उन्मिषन्	15	0	उत्_मिष्1{कृत्_प्रत्ययः:शतृ;उत्_मिषुँ;भ्वादिः;पुं;1;एक}	उत्_मिष्1{कृत्_प्रत्ययः:शतृ;उत्_मिषुँ;भ्वादिः;पुं;1;एक}	समुच्चितः,21.1	समुच्चितः,21.1	N1	आँखों_को_खोलता	opening	-	-
21.1	निमिषन्	17	0	नि_मिष्1{कृत्_प्रत्ययः;शतृ;नि_मिषुँ;भ्वादिः;पुं;1;एक}	नि_मिष्1{कृत्_प्रत्ययः;शतृ;नि_मिषुँ;भ्वादिः;पुं;1;एक}	वर्तमानसमानकालः,25.1	वर्तमानसमानकालः,25.1	N1	मूँदता_हुआ	closing	-	-
22.1	अपि	18	0	अपि{अव्य}	अपि{अव्य}	सम्बन्धः,21.1	सम्बन्धः,21.1	NA	भी	in_spite_of	-	-
23.1	इन्द्रियाणि	19	इन्द्रियाणीन्द्रियस्यार्थेषु	इन्द्रिय{नपुं;1;बहु}/इन्द्रिय{नपुं;2;बहु}	इन्द्रिय{नपुं;1;बहु}	कर्म,25.1	कर्म,25.1	N1	सब_इन्द्रियाँ	the_senses	-	-
24.1	इन्द्रिय-	20	0	इन्द्रियार्थ{पुं;7;बहु}	इन्द्रियार्थ{पुं;7;बहु}	षष्ठी-तत्पुरुषः,24.2	षष्ठी-तत्पुरुषः,24.2	CP	इन्द्रिय_के_अर्थों_में	in_sense_gratification	<इन्द्रिय-अर्थेषु>T6	-
24.2	अर्थेषु	-	-	अर्थ{पुं;7;बहु}	अर्थ{पुं;7;बहु}	अधिकरणम्,25.1	अधिकरणम्,25.1	N7				-
25.1	वर्तन्ते	21	वर्तन्त	वृत्1{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;वृतुँ;भ्वादिः}	वृत्1{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;वृतुँ;भ्वादिः}	वाक्यकर्म,27.1	वाक्यकर्म,27.1	KP	बरत_रही_हैं	let_them_be_so_engaged	-	-
26.1	इति	22	इति	इति{अव्य}	इति{अव्य}	वाक्यकर्म_द्योतकः,25.1	वाक्यकर्म_द्योतकः,25.1	NA	इस_प्रकार	thus	-	-
27.1	धारयन्	23	धारयन्	धृ1_णिच्{कृत्_प्रत्ययः;शतृ;धृञ्_णिच्;भ्वादिः;पुं;1;एक}	धृ1_णिच्{कृत्_प्रत्ययः;शतृ;धृञ्_णिच्;भ्वादिः;पुं;1;एक}	वर्तमानसमानकालः,7.1	वर्तमानसमानकालः,7.1	N1	समझकर	considering	-	-
28.1	(च)	16	(0)	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,21.1	समुच्चय_द्योतकः,21.1	NA	(और)	and	-	-
